Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	div_col	dist_to_isthmus	start_biome
Simulation_344	1.365	0.027	0.141	0.058	1.078	0.378	344	0.05	12000	1000	1	500	111	1	0	1	1079	1239	160	0	-1	-1	3896.44296693562	2
Simulation_345	2.371	0.072	0.267	0.131	2.333	0.83	345	0.05	12000	1000	1	500	111	1	0	1	73	73	0	1	0.736289381563594	65	2805.59184517338	2
Simulation_346	2.874	0.05	0.204	0.022	2.961	0.151	346	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	4377.8350543889	2
Simulation_347	1.868	0.095	0.078	0.095	1.706	0.604	347	0.05	12000	1000	1	500	111	1	0	1	20	21	1	0	-1	-1	5178.94751022926	3
Simulation_348	1.617	0.038	0.298	0.077	2.647	0.717	348	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5462.65166740175	4
Simulation_349	2.623	0.084	0.173	0.149	1.392	0.264	349	0.05	12000	1000	1	500	111	1	0	1	11	11	0	1	0.00058343057176196	1	3546.50386339736	3
Simulation_350	2.12	0.016	0.11	0.04	0.765	0.943	350	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5561.6494513336	4
Simulation_351	1.114	0.061	0.235	0.113	2.02	0.491	351	0.05	12000	1000	1	500	111	1	0	1	232	274	42	0	-1	-1	7862.96700328511	4
Simulation_352	1.083	0.043	0.122	0.015	1.353	0.561	352	0.05	12000	1000	1	500	111	0	195	1	2784	2786	2	1	0.429404900816803	2509	2088.68219783901	1
Simulation_353	2.088	0.088	0.247	0.088	2.608	0.109	353	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4562.57091397598	4
Simulation_354	2.591	0.02	0.184	0.052	1.98	0.788	354	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6057.96276187423	4
Simulation_355	1.585	0.065	0.059	0.124	0.725	0.335	355	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6934.27766658692	4
Simulation_356	1.837	0.031	0.278	0.033	2.294	0.448	356	0.05	12000	1000	1	500	111	1	0	1	7	8	1	1	0.00175029171528588	1	1910.25658429938	1
Simulation_357	2.843	0.077	0.153	0.106	1.039	0.901	357	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4392.29452887135	4
Simulation_358	2.34	0.054	0.09	0.07	1.667	0.222	358	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	7279.59025822286	4
Simulation_359	1.334	0.099	0.216	0.143	2.922	0.675	359	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7207.35151849931	5
Simulation_360	1.46	0.014	0.075	0.097	2.451	0.731	360	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	9024.00370987414	5
Simulation_361	2.466	0.06	0.2	0.024	1.196	0.279	361	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5057.72914224792	4
Simulation_362	2.969	0.037	0.263	0.134	0.569	0.958	362	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.105017502917153	1	3260.30876219794	2
Simulation_363	1.963	0.082	0.137	0.061	1.824	0.505	363	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7276.04072459728	4
Simulation_364	1.711	0.048	0.231	0.079	0.882	0.392	364	0.05	12000	1000	1	500	111	1	0	1	41	43	2	0	-1	-1	6869.86237480419	4
Simulation_365	2.717	0.094	0.106	0.006	2.137	0.844	365	0.05	12000	1000	1	500	111	1	0	1	17	17	0	1	0.308634772462077	14	5168.99531863644	3
Simulation_366	2.214	0.026	0.169	0.115	2.765	0.165	366	0.05	12000	1000	1	500	111	1	0	1	56	56	0	0	-1	-1	3356.88570176958	3
Simulation_367	1.208	0.071	0.294	0.043	1.51	0.618	367	0.05	12000	1000	1	500	111	0	116	1	1539	1539	0	1	0.790548424737456	1539	444.780404709936	1
Simulation_368	1.145	0.023	0.192	0.074	0.804	0.873	368	0.05	12000	1000	1	500	111	1	0	1	12	26	14	0	-1	-1	3680.83803979533	2
Simulation_369	2.151	0.068	0.067	0.147	2.059	0.42	369	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6201.27327014718	4
Simulation_370	2.654	0.046	0.129	0.038	2.686	0.646	370	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5329.81285873543	4
Simulation_371	1.648	0.091	0.255	0.111	1.431	0.194	371	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.73512252042007	1	1372.37062568689	1
Simulation_372	1.9	0.034	0.098	0.056	3	0.307	372	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6001.45683811936	4
Simulation_373	2.906	0.079	0.224	0.129	1.745	0.76	373	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6935.88231009945	5
Simulation_374	2.403	0.012	0.286	0.02	1.118	0.533	374	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8325.56609429535	4
Simulation_375	1.397	0.057	0.161	0.093	2.373	0.986	375	0.05	12000	1000	1	500	111	1	0	1	10	12	2	1	0.662777129521587	9	1348.87877632172	1
Simulation_376	1.271	0.051	0.239	0.12	1.902	0.929	376	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5573.84720028238	3
Simulation_377	2.277	0.096	0.114	0.047	0.647	0.477	377	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5890.0560568283	4
Simulation_378	2.78	0.029	0.051	0.083	1.275	0.703	378	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4628.04812374072	3
Simulation_379	1.774	0.074	0.176	0.011	2.529	0.25	379	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7290.68524281684	4
Simulation_380	1.523	0.017	0.145	0.138	1.588	0.137	380	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6271.27580206518	4
Simulation_381	2.528	0.063	0.271	0.065	2.843	0.59	381	0.05	12000	1000	1	500	111	1	0	1	49	54	5	0	-1	-1	4733.88649289789	2
Simulation_382	2.026	0.04	0.208	0.102	2.216	0.363	382	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8231.20750813824	4
Simulation_383	1.02	0.085	0.082	0.029	0.961	0.816	383	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	7730.02701536442	5
Simulation_384	1.012	0.025	0.158	0.11	2.088	0.615	384	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6503.96016081309	4
Simulation_385	2.018	0.07	0.283	0.037	0.833	0.162	385	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	8090.7678077329	5
Simulation_386	2.521	0.047	0.221	0.147	1.461	0.841	386	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6305.00746865145	4
Simulation_387	1.515	0.093	0.095	0.074	2.716	0.388	387	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7630.4620208845	4
Simulation_388	1.766	0.036	0.252	0.092	1.147	0.501	388	0.05	12000	1000	1	500	111	1	0	1	108	119	11	0	-1	-1	7020.95610718911	5
Simulation_389	2.772	0.081	0.126	0.019	2.402	0.954	389	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	7890.23083944992	4
Simulation_390	2.269	0.013	0.064	0.128	1.775	0.275	390	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	3541.15357138862	3
Simulation_391	1.263	0.059	0.189	0.056	0.52	0.728	391	0.05	12000	1000	1	500	111	1	0	1	7	7	0	1	0.0822637106184364	7	6688.66145912769	4
Simulation_392	1.389	0.053	0.111	0.01	0.99	0.671	392	0.05	12000	1000	1	500	111	1	0	1	6	10	4	0	-1	-1	4377.8350543889	4
Simulation_393	2.395	0.098	0.236	0.083	2.245	0.218	393	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5573.84720028238	3
Simulation_394	2.898	0.03	0.299	0.047	2.873	0.897	394	0.05	12000	1000	1	500	111	1	0	1	6	6	0	0	-1	-1	3887.21265792509	2
Simulation_395	1.892	0.076	0.174	0.119	1.618	0.445	395	0.05	12000	1000	1	500	111	1	0	1	87	94	7	0	-1	-1	4959.91767498739	2
Simulation_396	1.64	0.019	0.205	0.028	2.559	0.332	396	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5199.46963692579	4
Simulation_397	2.646	0.064	0.079	0.101	1.304	0.784	397	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5652.11615565373	4
Simulation_398	2.143	0.042	0.142	0.065	0.676	0.105	398	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6128.69669800444	4
Simulation_399	1.138	0.087	0.268	0.137	1.931	0.558	399	0.05	12000	1000	1	500	111	1	0	1	1057	1127	70	0	-1	-1	5467.90821334616	4
Simulation_400	1.2	0.039	0.228	0.124	2.794	0.813	400	0.05	12000	1000	1	500	111	0	141	1	2361	2362	1	1	0.00525087514585764	2	2915.61477082575	3
Simulation_401	2.206	0.084	0.103	0.051	1.539	0.36	401	0.05	12000	1000	1	500	111	1	0	1	12	12	0	1	0.77071178529755	12	3312.88300445421	2
Simulation_402	2.709	0.016	0.166	0.087	0.912	0.586	402	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6964.47926558829	4
Simulation_403	1.703	0.061	0.291	0.015	2.167	0.134	403	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	4159.14485618037	3
Simulation_404	1.955	0.028	0.072	0.142	0.598	0.247	404	0.05	12000	1000	1	500	111	1	0	1	9	9	0	0	-1	-1	3736.12202502515	3
Simulation_405	2.961	0.073	0.197	0.069	1.853	0.699	405	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6745.87403005888	4
Simulation_406	2.458	0.05	0.26	0.106	2.48	0.473	406	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7106.83653495792	5
Simulation_407	1.452	0.095	0.134	0.033	1.225	0.926	407	0.05	12000	1000	1	500	111	1	0	1	2	5	3	0	-1	-1	5719.09381543324	4
Simulation_408	1.326	0.011	0.275	0.06	1.696	0.982	408	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7375.78936678032	5
Simulation_409	2.332	0.056	0.15	0.133	2.951	0.53	409	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6872.62865614524	4
Simulation_410	2.835	0.033	0.087	0.024	2.324	0.756	410	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6073.87692247689	4
Simulation_411	1.829	0.078	0.213	0.097	1.069	0.303	411	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6076.31906313243	4
Simulation_412	1.578	0.044	0.119	0.042	2.01	0.19	412	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	7441.47188735989	4
Simulation_413	2.583	0.09	0.244	0.115	0.755	0.643	413	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6464.55342747323	4
Simulation_414	2.081	0.022	0.181	0.006	1.382	0.417	414	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6316.31267863619	4
Simulation_415	1.075	0.067	0.056	0.078	2.637	0.869	415	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5301.33648442836	4
Simulation_416	1.106	0.049	0.287	0.031	0.716	0.289	416	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	8445.66749840336	4
Simulation_417	2.112	0.094	0.162	0.103	1.971	0.742	417	0.05	12000	1000	1	500	111	1	0	1	4	4	0	1	0.409568261376896	4	3881.0935838011	3
Simulation_418	2.615	0.026	0.099	0.067	2.598	0.516	418	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4917.21283146445	4
Simulation_419	1.609	0.071	0.225	0.14	1.343	0.968	419	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7518.43177697761	4
Simulation_420	1.861	0.015	0.13	0.012	2.912	0.855	420	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7612.74894366891	4
Simulation_421	2.866	0.06	0.256	0.085	1.657	0.402	421	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6428.73928022943	4
Simulation_422	2.363	0.037	0.193	0.049	1.029	0.629	422	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4233.58550733554	4
Simulation_423	1.358	0.083	0.068	0.122	2.284	0.176	423	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5439.40043531181	4
Simulation_424	1.483	0.032	0.209	0.094	1.814	0.119	424	0.05	12000	1000	1	500	111	1	0	1	7	7	0	0	-1	-1	4786.46681246907	2
Simulation_425	2.489	0.077	0.083	0.021	0.559	0.572	425	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4287.99893289597	4
Simulation_426	2.992	0.054	0.146	0.131	1.186	0.346	426	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6460.87804821589	5
Simulation_427	1.986	0.1	0.272	0.058	2.441	0.798	427	0.05	12000	1000	1	500	111	1	0	1	11	11	0	0	-1	-1	7665.80614018898	5
Simulation_428	1.735	0.043	0.052	0.112	1.5	0.912	428	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	3596.46093510794	3
Simulation_429	2.741	0.088	0.177	0.04	2.755	0.459	429	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6522.16553511306	4
Simulation_430	2.238	0.02	0.24	0.149	2.127	0.685	430	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	4515.86349942213	3
Simulation_431	1.232	0.066	0.115	0.076	0.873	0.233	431	0.05	12000	1000	1	500	111	1	0	1	3	4	1	0	-1	-1	8461.66408799004	5
Simulation_432	1.169	0.018	0.091	0.044	1.422	0.487	432	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5739.2787958693	4
Simulation_433	2.175	0.063	0.217	0.117	2.676	0.94	433	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5896.36245386403	4
Simulation_434	2.678	0.04	0.279	0.008	2.049	0.261	434	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	2326.86937117085	3
Simulation_435	1.672	0.086	0.154	0.081	0.794	0.714	435	0.05	12000	1000	1	500	111	1	0	1	2	3	1	0	-1	-1	5063.32173406938	2
Simulation_436	1.923	0.052	0.185	0.062	2.363	0.6	436	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	8350.40131659319	4
Simulation_437	2.929	0.097	0.06	0.135	1.108	0.148	437	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5621.65068362802	2
Simulation_438	2.426	0.029	0.123	0.026	1.735	0.827	438	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	4463.33788310155	3
Simulation_439	1.42	0.074	0.248	0.099	2.99	0.374	439	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7214.1060991813	5
Simulation_440	1.295	0.035	0.17	0.144	2.52	0.431	440	0.05	12000	1000	1	500	111	1	0	1	290	332	42	0	-1	-1	4972.84699010762	3
Simulation_441	2.301	0.08	0.295	0.072	1.265	0.883	441	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	8881.90635912468	4
Simulation_442	2.804	0.012	0.232	0.108	0.637	0.204	442	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6284.36982832011	4
Simulation_443	1.798	0.057	0.107	0.035	1.892	0.657	443	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6755.81608132848	4
Simulation_444	1.546	0.023	0.264	0.126	0.951	0.77	444	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	7785.21491489508	4
Simulation_445	2.552	0.069	0.138	0.053	2.206	0.317	445	0.05	12000	1000	1	500	111	1	0	1	33	33	0	1	0.247374562427071	31	4399.78559072239	3
Simulation_446	2.049	0.046	0.075	0.09	2.833	0.996	446	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6723.89169004205	4
Simulation_447	1.043	0.091	0.201	0.017	1.578	0.544	447	0.05	12000	1000	1	500	111	0	81	1	1515	1531	16	0	-1	-1	2875.00399071673	2
Simulation_448	1.028	0.037	0.077	0.073	1.951	0.367	448	0.05	12000	1000	1	500	111	1	0	1	88	88	0	0	-1	-1	3818.10017601886	2
Simulation_449	2.033	0.082	0.203	0.145	0.696	0.82	449	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5001.03736907651	4
Simulation_450	2.536	0.014	0.266	0.036	1.324	0.141	450	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4433.70777350066	3
Simulation_451	1.53	0.059	0.14	0.109	2.578	0.593	451	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5192.31945140488	4
Simulation_452	1.782	0.025	0.234	0.054	1.637	0.706	452	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7749.84015801314	4
Simulation_453	2.788	0.071	0.109	0.127	2.892	0.254	453	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6579.61872395579	4
Simulation_454	2.285	0.048	0.172	0.018	2.265	0.933	454	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5527.62556210169	2
Simulation_455	1.279	0.093	0.297	0.091	1.01	0.48	455	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6464.55342747323	4
Simulation_456	1.405	0.02	0.125	0.118	0.539	0.537	456	0.05	12000	1000	1	500	111	1	0	1	6	6	0	1	0.235705950991832	3	1558.43954224841	1
Simulation_457	2.411	0.065	0.25	0.045	1.794	0.989	457	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	8747.31736950801	4
Simulation_458	2.914	0.042	0.187	0.082	2.422	0.31	458	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6864.8958831767	4
Simulation_459	1.908	0.088	0.062	0.009	1.167	0.763	459	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	5059.04601447907	3
Simulation_460	1.656	0.054	0.281	0.136	2.735	0.65	460	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5285.34962553335	4
Simulation_461	2.662	0.099	0.156	0.064	1.48	0.197	461	0.05	12000	1000	1	500	111	1	0	1	5	6	1	1	0.305717619603267	4	2625.37636668082	2
Simulation_462	2.159	0.031	0.093	0.1	0.853	0.876	462	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5722.65665117743	2
Simulation_463	1.153	0.076	0.219	0.027	2.108	0.424	463	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7168.1894769318	4
Simulation_464	1.216	0.028	0.242	0.023	2.657	0.169	464	0.05	12000	1000	1	500	111	1	0	1	416	416	0	0	-1	-1	4440.48681671658	3
Simulation_465	2.222	0.073	0.117	0.095	1.402	0.622	465	0.05	12000	1000	1	500	111	1	0	1	4	4	0	1	0.00058343057176196	1	3744.20372124667	2
Simulation_466	2.725	0.051	0.054	0.059	0.775	0.395	466	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7384.61359364872	4
Simulation_467	1.719	0.096	0.179	0.132	2.029	0.848	467	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6974.69062612674	4
Simulation_468	1.971	0.04	0.148	0.041	1.088	0.961	468	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5828.73024814921	4
Simulation_469	2.976	0.085	0.274	0.114	2.343	0.508	469	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6429.04755280681	4
Simulation_470	2.473	0.017	0.211	0.077	2.971	0.735	470	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4534.26747022865	3
Simulation_471	1.468	0.062	0.085	0.15	1.716	0.282	471	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7366.09771045856	4
Simulation_472	1.342	0.045	0.195	0.105	1.245	0.226	472	0.05	12000	1000	1	500	111	0	16	1	2775	2788	13	0	-1	-1	3792.23882108639	3
Simulation_473	2.348	0.09	0.07	0.032	2.5	0.678	473	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5051.80314062141	4
Simulation_474	2.851	0.023	0.132	0.141	1.873	0.452	474	0.05	12000	1000	1	500	111	1	0	1	39	39	0	0	-1	-1	3883.87724285986	3
Simulation_475	1.845	0.068	0.258	0.068	0.618	0.905	475	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	5257.64672346673	4
Simulation_476	1.593	0.011	0.101	0.086	2.186	0.791	476	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4411.42358945317	3
Simulation_477	2.599	0.057	0.226	0.014	0.931	0.339	477	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8964.8918102194	4
Simulation_478	2.096	0.034	0.289	0.123	1.559	0.565	478	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4664.79241743922	1
Simulation_479	1.09	0.079	0.164	0.05	2.814	0.112	479	0.05	12000	1000	1	500	111	1	0	1	248	256	8	1	0.284714119019837	238	3172.69936803042	3
Simulation_480	1.059	0.013	0.175	0.134	0.814	0.919	480	0.05	12000	1000	1	500	111	1	0	1	37	48	11	0	-1	-1	5158.60282998832	4
Simulation_481	2.065	0.058	0.05	0.061	2.069	0.466	481	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6586.154971259	4
Simulation_482	2.568	0.035	0.113	0.098	2.696	0.692	482	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5192.31945140488	2
Simulation_483	1.562	0.081	0.238	0.025	1.441	0.24	483	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5520.57528721111	4
Simulation_484	1.813	0.047	0.081	0.116	2.382	0.127	484	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6097.02021643462	4
Simulation_485	2.819	0.092	0.207	0.043	1.127	0.579	485	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5712.71654297896	4
Simulation_486	2.316	0.024	0.27	0.079	0.5	0.353	486	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7355.40320732445	4
Simulation_487	1.31	0.069	0.144	0.007	1.755	0.806	487	0.05	12000	1000	1	500	111	1	0	1	12	12	0	0	-1	-1	3830.93110583904	3
Simulation_488	1.436	0.041	0.254	0.052	2.225	0.862	488	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	3971.58354915623	3
Simulation_489	2.442	0.086	0.128	0.125	0.971	0.409	489	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5253.79958759889	4
Simulation_490	2.945	0.018	0.066	0.016	1.598	0.636	490	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7186.72633105867	4
Simulation_491	1.939	0.064	0.191	0.089	2.853	0.183	491	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4704.44828943885	4
Simulation_492	1.688	0.03	0.16	0.07	1.284	0.296	492	0.05	12000	1000	1	500	111	1	0	1	285	302	17	0	-1	-1	3579.8627495751	3
Simulation_493	2.694	0.075	0.285	0.143	2.539	0.749	493	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4645.64126494622	4
Simulation_494	2.191	0.052	0.223	0.034	1.912	0.523	494	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5784.29877165774	4
Simulation_495	1.185	0.098	0.097	0.107	0.657	0.975	495	0.05	12000	1000	1	500	111	1	0	1	2	2	0	1	0.290548424737456	2	5112.8044677679	3
Simulation_496	1.122	0.049	0.136	0.084	1.52	0.721	496	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6645.3911838384	4
Simulation_497	2.128	0.095	0.262	0.011	2.775	0.268	497	0.05	12000	1000	1	500	111	1	0	1	40	40	0	1	0.250291715285881	34	2372.74919984501	2
Simulation_498	2.631	0.027	0.199	0.12	2.147	0.947	498	0.05	12000	1000	1	500	111	1	0	1	23	25	2	0	-1	-1	3762.13311525327	3
Simulation_499	1.625	0.072	0.074	0.048	0.892	0.494	499	0.05	12000	1000	1	500	111	1	0	1	92	92	0	1	0.255542590431739	74	2316.74178092533	2
Simulation_500	1.876	0.015	0.293	0.102	1.833	0.381	500	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6638.01106607106	4
